Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Full Bath,Year Remod/Add,Garage Yr Blt,Mas Vnr Area,SalePrice
0.5693367786391043,0.6666666666666666,0.5505735140771637,0.49821154828819625,0.7320044296788483,0.5999999999999996,0.3333333333333333,0.1666666666666643,0.51923076923077,0.27586206896551724,0.620009075801338
0.24203273040482343,0.3333333333333333,0.7612095933263817,0.3970362800204395,0.3111849390919158,0.6080000000000005,0.3333333333333333,0.18333333333333002,0.5288461538461569,0.0,0.28273267472450647
0.4285099052540913,0.3333333333333333,0.32533889468196037,0.6254471129279511,0.5509413067552602,0.5839999999999996,0.3333333333333333,0.13333333333333286,0.5,0.2660098522167488,0.4881646644713039
0.7648578811369509,0.6666666666666666,0.5443169968717414,0.45222278998467047,0.9833887043189368,0.6639999999999997,0.6666666666666666,0.29999999999999716,0.5961538461538467,0.0,0.7089273997215937
0.55770887166236,0.6666666666666666,0.502606882168926,0.4205416453755749,0.32890365448504977,0.8960000000000008,0.6666666666666666,0.7999999999999972,0.875,0.0,0.5430487333738065
0.5469422911283376,0.6666666666666666,0.49009384775808135,0.4195196729688299,0.3277962347729789,0.9039999999999999,0.6666666666666666,0.7999999999999972,0.8846153846153868,0.04926108374384237,0.5602191683377179
0.43238587424633934,0.6666666666666666,0.6068821689259646,0.6300459887583036,0.5559246954595791,0.927999999999999,0.6666666666666666,0.8500000000000014,0.9134615384615401,0.0,0.6154098521502903
0.40740740740740744,0.6666666666666666,0.5276329509906152,0.6004087889626981,0.5238095238095237,0.8559999999999999,0.6666666666666666,0.7000000000000028,0.8269230769230766,0.0,0.547954571934924
0.5521102497846684,0.6666666666666666,0.6339937434827946,0.7613694430250384,0.7098560354374307,0.8800000000000008,0.6666666666666666,0.7666666666666657,0.8557692307692335,0.0,0.6859312814663552
0.6330749354005167,0.6666666666666666,0.4608967674661105,0.4542667347981605,0.3842746400885936,0.9120000000000008,0.6666666666666666,0.8166666666666629,0.89423076923077,0.0,0.5402891991831779
0.5689061154177433,0.6666666666666666,0.45881126173096975,0.33622892181911096,0.23754152823920263,0.8640000000000008,0.6666666666666666,0.7333333333333343,0.8365384615384635,0.0,0.5001226459640279
0.36735572782084414,0.6666666666666666,0.43795620437956206,0.5431783341849771,0.4723145071982281,0.8559999999999999,0.6666666666666666,0.9500000000000028,0.8269230769230766,0.0,0.528024602780384
0.48708010335917307,0.6666666666666666,0.4098018769551616,0.3495145631067962,0.25193798449612403,0.9039999999999999,0.6666666666666666,0.7999999999999972,0.8846153846153868,0.0,0.513920316917171
0.43367786391042207,0.6666666666666666,0.5276329509906152,0.6106285130301483,0.5575858250276854,0.8399999999999999,0.3333333333333333,0.6666666666666643,0.8076923076923102,0.0,0.4866315899209547
0.5030146425495262,0.6666666666666666,0.5505735140771637,0.7066939192641799,0.6467331118493909,0.8000000000000007,0.3333333333333333,0.5833333333333357,0.7596153846153868,0.0,0.6108106284992426
0.47717484926787257,1.0,0.8769551616266945,0.7894736842105264,0.7508305647840531,0.9440000000000008,1.0,0.8833333333333329,0.9326923076923102,0.0,0.4513708752629223
0.6106804478897502,0.6666666666666666,0.5130344108446299,0.23198773633111905,0.4130675526024362,0.8239999999999998,0.6666666666666666,0.9166666666666643,0.7884615384615401,0.0,0.46363547166571617
0.6554694229112834,1.0,0.8696558915537018,0.8947368421052633,0.8427464008859357,1.0000000000000018,0.3333333333333333,1.0,1.0,0.8620689655172414,0.4513708752629223
0.22825150732127475,0.6666666666666666,0.4171011470281543,0.38783852835973437,0.29346622369878184,0.5280000000000005,0.3333333333333333,0.01666666666666572,0.43269230769231015,0.0,0.39311404234965136
0.7489233419465977,0.6666666666666666,0.5213764337851929,0.7342871742462954,0.9629014396456256,0.7439999999999998,0.6666666666666666,0.6333333333333329,0.6923076923076934,0.2931034482758621,0.6046783302978457
0.6503014642549526,0.6666666666666666,0.5693430656934306,0.8886050076647931,0.8361018826135104,0.7360000000000007,0.6666666666666666,0.45000000000000284,0.6826923076923102,0.0,0.5433553482838763
0.3613264427217916,0.6666666666666666,0.5505735140771637,0.48441492079713855,0.46456256921373196,0.7119999999999997,0.6666666666666666,0.3999999999999986,0.6538461538461569,0.19950738916256158,0.482032366269907
0.5770887166236003,0.6666666666666666,0.6913451511991658,0.3622892181911089,0.26578073089700993,0.9199999999999999,0.6666666666666666,0.8333333333333357,0.9038461538461569,0.0,0.6230752249020365
0.28854435831180014,0.6666666666666666,0.5005213764337852,0.4593765968318856,0.370985603543743,0.6799999999999997,0.3333333333333333,0.3333333333333357,0.6153846153846168,0.4433497536945813,0.4176432351552391
0.32041343669250644,0.6666666666666666,0.5213764337851929,0.4971895758814513,0.41196013289036537,0.6880000000000006,0.3333333333333333,0.9666666666666686,0.625,0.0,0.42040276934586773
0.31093884582256676,0.3333333333333333,0.3169968717413973,0.48594787940725603,0.39977851605758574,0.6639999999999997,0.3333333333333333,0.29999999999999716,0.5961538461538467,0.0,0.39618019145034983
0.2360034453057709,0.6666666666666666,0.5474452554744526,0.3970362800204395,0.30343300110741966,0.6799999999999997,0.3333333333333333,0.3333333333333357,0.6153846153846168,0.0,0.34712180583917435
0.22825150732127475,0.0,0.0,0.38783852835973437,0.29346622369878184,0.6880000000000006,0.3333333333333333,0.3500000000000014,0.7019230769230766,0.0,0.3133941657314912
0.43195521102497847,0.6666666666666666,0.5328467153284672,0.6642820643842617,0.5553709856035437,0.9120000000000008,0.6666666666666666,0.8166666666666629,0.89423076923077,0.0,0.5249584536796855
0.28122308354866493,0.3333333333333333,0.27528675703858185,0.1931527848748084,0.08250276854928015,0.6880000000000006,0.3333333333333333,0.3500000000000014,0.625,0.0,0.25513733281822026
0.326442721791559,0.3333333333333333,0.3336809176225235,0.2146142054164538,0.10575858250276851,0.6880000000000006,0.3333333333333333,0.3500000000000014,0.875,0.0,0.2842657492748557
0.326442721791559,0.3333333333333333,0.27528675703858185,0.2146142054164538,0.10575858250276851,0.6880000000000006,0.3333333333333333,0.3500000000000014,0.625,0.9384236453201971,0.23060814001263252
0.31653746770025837,0.6666666666666666,0.45881126173096975,0.49259070005109873,0.40697674418604646,0.7360000000000007,0.6666666666666666,0.45000000000000284,0.6826923076923102,0.0,0.35172102949022205
0.4832041343669251,0.6666666666666666,0.45881126173096975,0.38323965252938175,0.2884828349944629,0.7200000000000006,0.6666666666666666,0.4166666666666643,0.6634615384615401,0.0,0.42040276934586773
0.21619293712316967,0.3333333333333333,0.32116788321167883,0.3735309146653041,0.27796234772978956,0.7200000000000006,0.3333333333333333,0.4166666666666643,0.6634615384615401,0.0,0.32872491123498354
0.4832041343669251,0.6666666666666666,0.45881126173096975,0.38323965252938175,0.2884828349944629,0.7439999999999998,0.6666666666666666,0.46666666666666856,0.6923076923076934,0.0,0.4084447878531437
0.8613264427217915,1.0,0.7831074035453598,0.7588145120081758,0.7159468438538206,0.9919999999999991,0.6666666666666666,1.0,0.9903846153846168,0.39901477832512317,0.4513708752629223
0.5900086132644272,1.0,0.8050052137643379,0.817066939192642,0.7585825027685492,0.9760000000000009,0.6666666666666666,0.9666666666666686,0.9807692307692335,0.49261083743842365,0.8990286439648988
0.6916451335055986,1.0,0.6319082377476538,0.932549821154829,0.8892580287929125,0.9919999999999991,0.6666666666666666,1.0,1.0,0.0,0.4513708752629223
0.5211024978466838,1.0,0.9051094890510949,0.7353091466530405,0.6699889258028793,0.9919999999999991,0.6666666666666666,1.0,0.9903846153846168,0.6305418719211823,0.8528555046574805
0.5198105081826012,0.6666666666666666,0.5547445255474452,0.7337761880429229,0.6683277962347729,0.9599999999999991,0.6666666666666666,0.9166666666666643,0.9519230769230766,0.5566502463054187,0.6353398213048305
0.5874246339362619,1.0,0.7612095933263817,0.8140010219724069,0.7552602436323366,0.9599999999999991,0.6666666666666666,0.9166666666666643,0.9519230769230766,0.0,0.8039780218432462
0.6408268733850129,1.0,0.7069864442127216,0.877363311190598,0.8239202657807309,0.9599999999999991,0.6666666666666666,0.93333333333333,0.9519230769230766,0.5911330049261084,0.7549196362320707
0.5172265288544359,0.6666666666666666,0.5547445255474452,0.7215125191619827,0.6650055370985603,0.952,0.6666666666666666,0.8999999999999986,0.9423076923076934,0.41379310344827586,0.6169429267006395
0.8742463393626185,1.0,0.8550573514077164,0.45222278998467047,0.415282392026578,0.9919999999999991,0.6666666666666666,1.0,0.9903846153846168,0.0,0.4513708752629223
0.4409991386735572,0.6666666666666666,0.5046923879040668,0.6402657128257538,0.5669988925802879,0.9919999999999991,0.6666666666666666,1.0,1.0,0.31527093596059114,0.6476044177076243
0.47717484926787257,1.0,0.9989572471324296,0.45222278998467047,0.415282392026578,0.9440000000000008,0.6666666666666666,0.8999999999999986,0.9326923076923102,0.0,0.4513708752629223
0.8251507321274762,1.0,0.7883211678832117,0.8002043944813491,0.7491694352159468,0.9360000000000017,0.6666666666666666,0.8666666666666671,0.9230769230769234,0.5714285714285714,0.9419547313746773
0.6106804478897502,0.6666666666666666,0.6006256517205423,0.8415942769545224,0.7851605758582502,0.9599999999999991,0.6666666666666666,0.9166666666666643,0.9519230769230766,0.0,0.9416481164646074
0.446167097329888,0.6666666666666666,0.5046923879040668,0.6463975472662239,0.5736434108527131,0.9680000000000017,0.6666666666666666,0.93333333333333,0.9615384615384635,0.43842364532019706,0.5893475847943533
0.5564168819982773,0.6666666666666666,0.4942648592283629,0.33673990802248344,0.23809523809523805,0.9440000000000008,0.6666666666666666,0.8833333333333329,0.9326923076923102,0.26108374384236455,0.49889618632374855
0.4263565891472868,0.6666666666666666,0.4483837330552659,0.6228921819110885,0.548172757475083,0.9599999999999991,0.6666666666666666,0.9166666666666643,0.9519230769230766,0.0,0.5724837647405118
0.34926787252368646,0.6666666666666666,0.4556830031282586,0.5314256515074094,0.4490586932447397,0.9680000000000017,0.6666666666666666,0.93333333333333,0.9615384615384635,0.034482758620689655,0.4513708752629223
0.4026701119724375,0.6666666666666666,0.4483837330552659,0.5881451200817579,0.517718715393134,0.952,0.6666666666666666,0.9166666666666643,0.9423076923076934,0.03940886699507389,0.5494876464852733
0.4478897502153316,0.6666666666666666,0.4171011470281543,0.14256515074092999,0.22702104097452933,0.952,0.6666666666666666,0.8999999999999986,0.9423076923076934,0.0,0.5264915282300348
0.7002583979328165,0.6666666666666666,0.45881126173096975,0.3857945835462443,0.29125138427464003,0.9360000000000017,0.6666666666666666,0.8666666666666671,0.9230769230769234,0.0,0.6246082994523857
0.6024978466838932,0.6666666666666666,0.45151199165797706,0.3791517629024017,0.28405315614617943,0.952,0.6666666666666666,0.8999999999999986,0.9423076923076934,0.0,0.5282944239012455
0.4720068906115418,0.6666666666666666,0.4171011470281543,0.14256515074092999,0.24363233665559245,0.9199999999999999,0.6666666666666666,0.8333333333333357,0.9038461538461569,0.0,0.5126938572768917
0.7325581395348837,0.6666666666666666,0.45255474452554745,0.3980582524271845,0.3045404208194906,0.927999999999999,0.6666666666666666,0.8500000000000014,0.9134615384615401,0.4433497536945813,0.6430051940565766
0.975452196382429,1.0,0.8123044838373306,0.6581502299437916,0.6024363233665558,0.9120000000000008,0.6666666666666666,0.8166666666666629,0.89423076923077,0.4064039408866995,0.9823297827326748
0.9220499569336778,1.0,0.5005213764337852,0.7787429739397037,0.7259136212624584,0.9039999999999999,0.6666666666666666,0.7999999999999972,0.8846153846153868,0.28078817733990147,0.4513708752629223
0.5968992248062015,0.6666666666666666,0.5495307612095933,0.825242718446602,0.7674418604651162,0.8879999999999999,0.6666666666666666,0.7666666666666657,0.8653846153846168,0.8325123152709359,0.7592122449730485
0.9853574504737295,0.6666666666666666,0.7424400417101147,0.6939192641798673,0.64562569213732,0.8719999999999999,0.6666666666666666,0.75,0.8461538461538467,0.8916256157635468,0.9572854768781697
0.8337639965546942,1.0,0.6996871741397289,0.5350025549310169,0.45957918050941304,0.9120000000000008,0.6666666666666666,0.9500000000000028,0.89423076923077,0.8571428571428572,0.8499702583537232
0.6481481481481481,0.6666666666666666,0.5067778936392076,0.5569749616760348,0.4767441860465116,0.9039999999999999,0.6666666666666666,0.7999999999999972,0.8846153846153868,0.07389162561576355,0.6384059704055289
0.47717484926787257,1.0,0.694473409801877,0.9851814001021975,0.9518272425249169,0.8800000000000008,0.6666666666666666,0.7666666666666657,0.8653846153846168,0.0,0.4513708752629223
0.5430663221360895,1.0,0.9176225234619395,0.7613694430250384,0.6982281284606865,0.9599999999999991,0.6666666666666666,0.93333333333333,0.9519230769230766,0.5566502463054187,0.6399390449558782
0.38070628768303183,0.6666666666666666,0.7049009384775808,0.5687276443536026,0.48947951273532664,0.9919999999999991,0.6666666666666666,1.0,0.9903846153846168,0.0,0.5878145102440041
0.5223944875107666,0.6666666666666666,0.6402502606882169,0.33265201839550335,0.23809523809523805,0.9919999999999991,0.6666666666666666,0.9833333333333343,0.9903846153846168,0.0,0.6206223056214778
